id	audio_path	text_source	text_en
220	10406074444054266654.wav	"2004-cü il Olimpiya oyunlarının gümüş medalçısı Amir Xan ""qəlbimin dərinliklərində mən belə hesab edirəm ki, qadınlar döyüşməməlidir. Mən belə fikirləşirəm."", dedi."	"2004 Olympic silver medallist Amir Khan said, ""Deep down I think women shouldn’t fight. That’s my opinion."""
597	10114328501355116392.wav	"Hüceyrə sözünün mənşəyi, Latın dilində ""kiçik otaq"" mənasını verən ""cella"" sözündən götürülüb."	Cell comes from the Latin word cella which means small room.
51	13326516869158904650.wav	Son 3 ayda 80-dən çox dustaq, rəsmi şəkildə ittiham edilmədən Mərkəzi Qeydiyyat Binasından buraxıldı.	In the last 3 months, over 80 arrestees were released from the Central Booking facility without being formally charged.
519	3256118354174118434.wav	İnsanın əli, ayağından daha qısa, əl barmaqları isə daha düzdür.	The human hand is shorter than the foot, with straighter phalanges.
84	6086886415054078744.wav	"Bu dinozavr növünün ikinci pəncəsi daha böyük olduğuna görə, onu mənası ""qərb pəncəsi"" olan ""Hesperonychus"" kimi adlandırdılar."	"Its second claw was larger, giving rise to the name Hesperonychus which means ""western claw."""
1157	16105711598813537717.wav	Montevideo subtropik iqlim qurşağında yerləşir və yay aylarında havanın temperaturu adətən +30°C -dən yüksək olur.	Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.
960	10823940869177492415.wav	"Bununla belə ""Star Alliance"", LATAM Oneworld"" uçuşu adlanan və Santiaqo-de-Çilidən Taitiyə qədər şərqi Cənub Sakit okeanı istisna olmaqla hər yeri əhatə edir."	However, Star Alliance covers everything except the eastern South Pacific from Santiago de Chile to Tahiti, which is a LATAM Oneworld flight.
1203	14883636150467966510.wav	İnsanın Qalapaqos adalarına gəlişindən sonra bir çox məməli heyvanlar, o cümlədən keçilər, atlar, inəklər, siçanlar, pişiklər və itlərin burada olduğu müəyyən edilmişdir.	Since the arrival of man to the Galapagos, many mammals have been introduced including goats, horses, cows, rats, cats and dogs.
21	17274260596565030296.wav	Çantin seçkilər ərəfəsində Manın böhran vəziyyətində ölkədən qaça biləcəyini sətiraltı vurğulamaq istədi.	Hsieh implied during the election that Ma might flee the country during a time of crisis.
364	7617832306730133894.wav	Bundan sonra lampanı dəyişdirmək tələb olunur. Bunu edərkən ehtiyatlı olun.	The light bulb then needs replacing. It is necessary to be careful in replacing the light bulb.
240	15848425371767077665.wav	Problem 1 yanvar tarixində, yerli sakinlərin hər il ənənəvi formada aldıqları Yeni il kartlarını bu il ala bilmədikləri üçün Obanadzava Poçt şöbəsinə şikayət etməsi ilə başladı.	The issue started on January 1st when dozens of local residents started complaining to the Obanazawa Post Office that they hadn't received their traditional and regular New Year cards.
297	8402369915625570178.wav	100 metr uzunluğu olan gəmi həmişəki gübrə yükünü almaq üçün hərəkət etdiyi zaman, rəsmi məmurlar əvvəl bu gəminin bir yükü daşıya bilməyəcəyini düşündülər.	The 100-metre ship was en route to pick up its usual fertiliser cargo and initially officials feared the vessel could spill a load.
1339	9756304740976145088.wav	Avtomobil qəzasına uğrayan 64 yaşlı yük maşını sürücüsü, qəzada yaralanmadı.	The truck driver, who is aged 64, was not injured in the crash.
1159	5884086209281278278.wav	Sadəcə xarici mütəmadi siqnallara reaksiya ilə yaranmamış mütəmadi ritmlər, daha çox bakteriya, mantar, bitki və o cümlədən heyvanlar kimi əksər canlı məfhumlar üçün tərtib edilib.	Periodic rhythms, which are not simply responses to external periodic cues, have been documented for most living beings, including bacteria, fungi, plants, and animals.
277	12127179385766447509.wav	"Sterns, Enerji və Ticarət üzrə Nümayəndələr Palatasının Komitəsi altında olan Nəzarət və Tədqiqatlar üzrə Alt-komitə sədri kimi ""planlaşdırılmış valideynlik sistemi"" ilə abort əməliyyatlarını maliyyələşdirən vergilərdən istifadə edilib-edilmədiyini araşdırır."	Stearns is investigating whether taxes are used to fund abortions through Planned Parenthood in his role as chairman of the Oversight and Investigations Subcommittee, which is under the umbrella of the House Energy and Commerce Committee.
243	5835057914512574308.wav	Üç əsas elmi aləti daşımaqla bərabər ay zondunun hər bir tərəfində həm də Hindistanın milli bayrağının təsviri əks olunub.	Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.
409	7505022735020542632.wav	Bununla belə, 1922-ci ildə məzarının tapılması onu məşhurlaşdırdı. Keçmişdən qalan bir çox məzarlar qarət edilsə də, onun məzarı heç bir zərər görməmişdi.	However, the discovery of his tomb in 1922 made him a celebrity. While many tombs of the past were robbed, this tomb was left virtually undisturbed.
1262	10792501328655204545.wav	Mürəkkəb bir kanalizasiya sisteminə qoşulu sifonlu tualetlər Harappa və Mohenjo-daro şəhərlərinin demək olar ki, bütün evləri üçün səciyyəvi xüsusiyyətdir.	The cities of Harappa and Mohenjo-daro had a flush toilet in almost every house, attached to a sophisticated sewage system.
433	15617295560305074791.wav	Uzun tarixə malik Lüksemburqun müstəqillik dövrü 1839-cu ildən etibarən başlayır.	Luxembourg has a long history but its independence dates from 1839.
497	12594359223566112979.wav	Cərrahlar xaşxaş toxumunun cövhərindən əldə edilən morfin və qara batbat bitkisindən əldə edilən skopolomin maddəsi daxil, çeşidli ağrıkəsicilər haqqında biliyə sahib idi.	Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.
171	3640350191950950080.wav	"Qubernator, ""Bu gün məktəbli yaşında olan bəzi uşaqların xəstə ilə təmasda olduğunun aşkar edildiyini öyrəndik"", deyə əlavə etdi."	"The governor also stated, ""Today, we learned that some school aged children have been identified as having had contact with the patient."""
227	5553026859270494979.wav	Sadəcə kainatın genişləməsinə göstərdiyi təsirləri müşahidə etdikdə onun varlığı hiss olunur.	Its existence is known only because of its effects on the expansion of the universe.
1395	17215740234844650260.wav	Yerli telefon xidməti təminatçısı, bu xidmətə qoşulma haqqında daha ətraflı məlumat verməlidir.	Your local telephone service provider should be able to give more information about connecting to this service.
881	844999790325685960.wav	Bu tələblər, adətən səyyahın hansı ölkələrə getdiyindən və ya getmək niyyətində olduğundan asılıdır.	These requirements may often depend on what countries a traveller has visited or intends to visit.
5	6737469467607655557.wav	Yerli informasiya agentlikləri xəbər verir ki, hava limanına məxsus bir xilasetmə təyyarəsi, cavab tədbiri zamanı tərs dönərək yerə düşüb.	Local media reports an airport fire vehicle rolled over while responding.
1431	14260994793938507478.wav	Yeni texnologiyaların inkişafı ilə beynin daha əvvəl heç vaxt görülməmiş formalarını və proseslərini müşahidə edib öyrənmək mümkündür.	The rise of new technologies allows us to see and investigate brain structures and processes never seen before.
114	5985167500257781207.wav	Avstraliyanın keçmiş mühafizəkar hökuməti Kyoto protokolunu imzalamağı rədd etdi. O bildirdi ki, Hindistan və Çin kimi ölkələr öz emissiya hədəflərinə sadiq qalmadığı halda, kömür ixracatına arxalanmaq iqtisadiyyata zərər verəcək.	Australia's former conservative government refused to ratify Kyoto, saying it would damage the economy with its heavy reliance on coal exports, while countries like India and China were not bound by emissions targets.
817	15027220253608468870.wav	"Qlobal Qaçış Turlarının varisi sayılan ""Go Running Tours"" şirkəti 4 qitədə onlarla ətrafa qaçış təminatçılarından ibarət şəbəkə yaradıb."	The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents.
164	4346299292816210423.wav	Avenger kateqoriyalı, mina-əleyhinə müdafiə gəmisi Palavandakı Puerto — Prinsesaya gedirdi.	An Avenger class mine countermeasures ship, the ship was on its way to Puerto Princesa in Palawan.
10	14058082036912470957.wav	Polis 11:20-də etirazçılara səki ilə geri qayıtmalarını bildirdi və qeyd etdi ki, nəqliyyat sıxlığının artmasını nəzərə alaraq etiraz hüquqlarından balanslı şəkildə istifadə etsinlər.	At 11:20, the police asked the protesters to move back on to the pavement, stating that they needed to balance the right to protest with the traffic building up.
990	14492566900914677162.wav	Dağdan aşağı sallansalar da buz parçaları sabit deyil. Bu qar körpülərinin mane ola biləcəyi çatlaqlar və yarıqlar əmələ gətirir.	The glaciers are not stable, but flow down the mountain. This will cause cracks, crevasses, which may be obscured by snow bridges.
214	15207154006718315261.wav	Həmin vaxtda, bu ərazidən təxminən 100 nəfər sakin evakuasiya edildi.	At the time, nearly 100 residents were evacuated from the area.
657	12211848836779299740.wav	Qrenlandiyaya soyuq mövsümlərdə səyahət etsəniz (nəzərə alaraq ki, şimala doğru nə qədər çox getsəniz havanın temperaturu da bir o qədər düşəcək), özünüzlə kifayət qədər qalın paltar götürməlisiniz.	If you visit Greenland during cold seasons (considering that the further north you go, the colder it will be), it is essential to bring warm enough clothing.
1214	8988556068915652751.wav	Lakin gəmiyə hər hansı bir zərər dəydiyi ehtimal olunmur.	However, they are not thought to have caused any damage to the shuttle.
56	16794117452738879724.wav	Cənab Kostello bildirdi ki, atom enerjisinin istehsalı iqtisadi baxımdan müvafiq vəziyyətə gəldikdən sonra Avstraliya ondan istifadəyə davam etməlidir.	Mr Costello said that when nuclear power generation becomes economically viable, Australia should pursue its use.
776	13850575116076129978.wav	Əslində onların hər il keçirilməsi nəzərdə tutulsa da (fərqli ölkələrdə keçirildiyi müddətcə), praktikada isə tam əksi baş verir.	Although in theory they can take place annually (so long as they are in different countries), in practice they are not.
882	13462146802193840041.wav	Şimali Karolina ştatının Şarlotta şəhərinin üstün cəhətlərindən biri də, ailəvi istirahət üçün əla keyfiyyətli bir çox seçimə malik olmasıdır.	One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.
482	7762731350590875356.wav	Mistiklik mütləq həqiqətin, ilahiliyin, mənəvi reallığın və ya Tanrının varlığından şüurlu şəkildə xəbərdar olma və ya bütün bunlarla ünsiyyət qurmağa çalışmaq, bütünləşmək deməkdir.	Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.
130	106645033973209391.wav	Bu ilin iyun və avqust ayları arasında şəhər Cənub-şərqi Avropada ilk dəfə dünyanın ən böyük ictimai tədbiri sayılan İnək Paradına ev sahibliyi edəcək.	The city will be the first in southeastern Europe to host CowParade, the world's largest public art event, between June and August this year.
445	14453003229146069870.wav	Venesuela əhalisinin üçdə ikisi xidmət sahəsində, təxminən dörddə biri sənayedə, beşdə biri isə kənd təsərrüfatında işləyir.	Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.
13	11606881537538059609.wav	O, Raoniçə ən son Beynəlxalq Brisben Turnirində məğlub olmuşdu.	He recently lost against Raonic in the Brisbane Open.
44	12094984669204054821.wav	Hal-hazırda saatda 105 mil (165 km/s) sürətə hərəkət edən malik Fred qasırğası, şimali-qərbə irəliləyir.	Fred currently has winds of 105 miles per hour (165 km/h) and is moving towards the northwest.
1222	17017886286758308825.wav	Moldova, etnik qarşıdurmalardan əziyyət çəkən çox-millətli bir ölkədir.	Moldova is a multi-ethnic republic that has suffered from ethnic conflict.
638	7291747608497471470.wav	4 il sonra MRI sahəsində dünyanın birinci patenti kimi tarixə keçən patent alındı.	Four years later a patent was granted, which was the world's first patent issued in the field of MRI.
378	4873711212236043338.wav	"Günəşə baxarkən gördüyümüz ""işıq topu"" adlanan xarici qatına fotosfer deyilir."	"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light""."
286	6108951798569177524.wav	Saxta ticarətə qarşı mübarizə üzrə beynəlxalq müqaviləyə qoşulma prosesini həm Latviya, həm də Slovakiya gecikdirir.	Latvia and Slovakia have both delayed the process of joining ACTA.
37	18428301595544206496.wav	Mərkəzində nəqliyyat mərkəzi və xatirə parkı salınacaq inşaat layihəsində beş ədəd yeni göydələnin inşaatı davam edir.	Construction is ongoing for five new skyscrapers at the site, with a transportation center and memorial park in the middle.
1260	10832145294724839767.wav	Tələffüzləri aşağıdakı saitlərdən asılı olaraq dəyişdiyi üçün diqqət etməli olduğumuz əsas hərflər c və g hərfləridir.	The main letters to watch out for are c and g, since their pronunciation varies based on the following vowel.
796	1798252471086128281.wav	Sığortaçının e-poçt ünvanı və beynəlxalq telefon nömrələri məsləhət və icazə alan zaman, həmçinin tələb irəli sürdükdə mütləq göstərilməlidir.	They need to show the insurer's e-mail address and international phone numbers for advice/authorizations and making claims.
802	1268862572966660530.wav	Spirtli içkilərdən istifadə edərkən həddini aşmayın. Spirtli içkilərin insanlara təsiri müxtəlifdir, buna görə də hərə öz limitini bilməlidir.	Drink alcoholic drinks with moderation. Alcohol affects everyone differently, and knowing your limit is very important.
732	17048934340090753935.wav	Açıq hava aktivliklərindən zövq alanlar Dənizdən Səmaya doğru uzanan dəhlizdə mütləq gəzintiyə çıxmalıdırlar.	For those who enjoy outdoor activities, a trek up the Sea to Sky corridor is essential.
118	1241879844079015246.wav	Enkelad günəş sistemində ən reflektiv obyektdir və ona gəlib çatan günəş işığının təxminən 90 faizini əks etdirir.	Enceladus is the most reflective object in the solar system, reflecting about 90 percent of the sunlight that hits it.
683	3598927926507550140.wav	Şübhəsiz körpüdən keçəndə və ya Şəlalələrə yaxın yerdə asılan cığırlarda gəzsəniz islanacaqsınz.	You are guaranteed to get wet if you cross the bridge or walk along the trails winding near the Falls.
532	4624612879546302745.wav	on səkkiz parkurun oynanıldığı adi turda oyunçular adətən gedişat üzrə ilk parkurdan başlayır və oyunu on səkkizinci yerdə bitirirlər.	Eighteen holes are played during a regular round, with players usually starting on the first hole on the course and finishing on the eighteenth.
410	8863807521760269387.wav	Dəyərli metallardan və nadir daşlardan düzəldilmiş minlərlə əl işləri də daxil Tutanxamonla basdırılmış əşyaların əksəriyyəti yaxşı qorunub.	Most of the items buried with Tutankhamun have been well preserved, including thousands of artefacts made from precious metals and rare stones.
215	1769517352271128791.wav	Olimpiya oyunlarında həm qolf, həm də reqbi yer alacaq.	Both golf and rugby are set to return to the Olympic Games.
